date,total_crimes,theft,battery,burglary,assault,narcotics,criminal_damage,arrest_count,domestic_count,tmax_c,tmin_c,tmax_f,tmin_f,prcp_mm,snow_mm,snwd_mm,awnd_ms
2018-08-25,841,203,168,33,54,60,102,196,157,30.0,18.9,86.0,66.02,1.5,0.0,0.0,3.0
2018-08-26,792,150,207,22,62,47,94,174,215,33.9,22.2,93.02,71.96,0.0,0.0,0.0,4.0
2018-08-27,826,211,144,52,56,38,88,171,163,33.9,25.6,93.02,78.08,0.0,0.0,0.0,7.2
2018-08-28,807,202,138,46,63,41,94,142,152,32.8,19.4,91.03999999999999,66.92,35.3,0.0,0.0,5.3
2018-08-29,752,187,104,39,64,34,79,135,130,24.4,18.3,75.92,64.94,10.7,0.0,0.0,4.2
2018-08-30,823,212,126,39,58,48,86,192,125,22.8,16.1,73.04,60.980000000000004,0.0,0.0,0.0,3.0
2018-08-31,834,198,130,47,67,63,75,167,132,29.4,15.6,84.91999999999999,60.08,0.0,0.0,0.0,3.5
2018-09-01,989,209,174,48,71,69,77,222,182,30.0,22.2,86.0,71.96,4.1,0.0,0.0,3.5
2018-09-02,832,169,180,33,59,62,80,217,170,32.8,21.1,91.03999999999999,69.98,0.5,0.0,0.0,4.2
2018-09-03,779,170,159,28,60,55,81,174,189,31.1,21.1,87.98,69.98,45.5,0.0,0.0,3.0
2018-09-04,822,203,146,43,62,51,86,173,159,33.3,21.7,91.94,71.06,0.0,0.0,0.0,3.4
2018-09-05,718,186,135,25,60,37,69,147,153,32.8,20.6,91.03999999999999,69.08,6.1,0.0,0.0,5.4
2018-09-06,742,181,122,40,63,51,62,163,132,20.6,17.8,69.08,64.04,13.5,0.0,0.0,6.0
2018-09-07,730,183,98,43,52,53,69,148,106,20.6,17.2,69.08,62.959999999999994,7.6,0.0,0.0,6.0
2018-09-08,792,212,160,25,56,38,85,167,152,20.6,17.2,69.08,62.959999999999994,0.0,0.0,0.0,7.6
2018-09-09,667,169,137,17,58,23,80,119,148,20.0,15.6,68.0,60.08,0.0,0.0,0.0,6.8
2018-09-10,718,202,113,26,55,21,69,127,133,23.3,13.3,73.94,55.94,0.0,0.0,0.0,3.0
2018-09-11,693,162,120,36,66,39,67,147,128,26.1,13.9,78.98,57.02,0.0,0.0,0.0,2.0
2018-09-12,714,179,117,33,61,30,87,143,124,27.8,16.1,82.04,60.980000000000004,0.0,0.0,0.0,2.6
2018-09-13,689,188,120,40,54,33,69,120,112,25.6,15.6,78.08,60.08,0.0,0.0,0.0,2.0
2018-09-14,870,216,174,48,65,44,83,158,136,30.6,17.8,87.08000000000001,64.04,0.0,0.0,0.0,1.7
2018-09-15,811,188,167,31,53,44,103,139,162,27.8,17.8,82.04,64.04,0.0,0.0,0.0,3.1
2018-09-16,816,196,190,39,83,47,73,167,195,31.7,18.9,89.06,66.02,0.0,0.0,0.0,2.9
2018-09-17,786,218,131,37,59,25,80,123,139,32.8,20.6,91.03999999999999,69.08,0.0,0.0,0.0,1.5
2018-09-18,738,186,139,38,59,29,73,133,140,23.9,18.9,75.02,66.02,0.0,0.0,0.0,3.7
2018-09-19,762,188,147,46,60,31,74,141,134,24.4,18.9,75.92,66.02,5.3,0.0,0.0,4.1
2018-09-20,834,202,169,40,69,35,85,145,161,33.9,18.9,93.02,66.02,0.0,0.0,0.0,3.5
2018-09-21,827,210,156,41,69,29,76,154,148,28.3,13.3,82.94,55.94,0.0,0.0,0.0,7.2
2018-09-22,800,219,190,34,65,41,71,161,182,17.8,10.6,64.04,51.08,0.0,0.0,0.0,4.2
2018-09-23,739,185,163,27,63,34,77,143,157,21.7,10.0,71.06,50.0,0.0,0.0,0.0,2.3
2018-09-24,796,204,145,51,62,37,61,132,154,23.3,13.9,73.94,57.02,0.0,0.0,0.0,2.9
2018-09-25,751,198,145,37,54,23,81,145,119,28.9,16.1,84.02,60.980000000000004,6.4,0.0,0.0,3.9
2018-09-26,755,200,141,22,62,35,65,151,132,19.4,10.0,66.92,50.0,0.0,0.0,0.0,3.9
2018-09-27,708,193,95,32,62,32,71,142,97,21.1,8.9,69.98,48.02,0.0,0.0,0.0,3.4
2018-09-28,795,194,138,40,49,49,77,170,117,15.6,7.8,60.08,46.04,1.8,0.0,0.0,2.7
2018-09-29,734,194,144,26,45,44,68,163,126,16.1,5.6,60.980000000000004,42.08,0.5,0.0,0.0,2.7
2018-09-30,744,181,137,26,58,35,88,158,139,16.7,11.7,62.059999999999995,53.06,1.5,0.0,0.0,3.4
2018-10-01,933,206,162,45,64,36,66,161,169,22.2,13.9,71.96,57.02,39.6,0.0,0.0,3.2
2018-10-02,719,195,117,29,53,26,70,116,124,19.4,14.4,66.92,57.92,0.3,0.0,0.0,2.3
2018-10-03,678,172,129,28,62,20,77,113,120,31.1,15.0,87.98,59.0,0.0,0.0,0.0,6.2
2018-10-04,698,176,128,24,67,18,79,103,127,25.0,11.1,77.0,51.98,1.0,0.0,0.0,7.2
2018-10-05,654,167,125,33,57,22,58,105,116,18.3,12.2,64.94,53.96,31.5,0.0,0.0,3.2
2018-10-06,725,186,162,22,56,13,88,112,168,21.1,13.9,69.98,57.02,3.0,0.0,0.0,3.6
2018-10-07,718,170,167,30,66,23,89,116,182,17.2,13.9,62.959999999999994,57.02,13.2,0.0,0.0,4.7
2018-10-08,743,164,152,25,55,32,92,150,148,29.4,17.2,84.91999999999999,62.959999999999994,3.8,0.0,0.0,3.9
2018-10-09,746,161,148,42,58,40,78,160,134,29.4,21.1,84.91999999999999,69.98,0.3,0.0,0.0,4.6
2018-10-10,724,178,125,26,67,40,81,154,152,23.9,10.6,75.02,51.08,8.9,0.0,0.0,6.0
2018-10-11,679,176,100,37,46,38,81,126,84,10.6,4.4,51.08,39.92,0.0,0.0,0.0,6.2
2018-10-12,709,189,121,25,47,42,73,141,128,5.6,2.2,42.08,35.96,0.0,0.0,0.0,3.1
2018-10-13,744,200,135,25,48,36,80,148,135,11.7,0.0,53.06,32.0,0.0,0.0,0.0,3.4
2018-10-14,703,164,169,30,41,25,98,153,172,12.2,3.3,53.96,37.94,1.8,0.0,0.0,2.6
2018-10-15,706,188,120,34,62,28,70,113,134,8.9,2.8,48.02,37.04,2.5,0.0,0.0,5.1
2018-10-16,669,178,124,37,54,29,54,115,115,15.0,1.1,59.0,33.98,0.0,0.0,0.0,5.5
2018-10-17,690,165,113,39,39,43,67,143,129,10.6,3.3,51.08,37.94,0.0,0.0,0.0,4.5
2018-10-18,727,195,115,33,50,37,77,158,120,14.4,1.1,57.92,33.98,0.0,0.0,0.0,2.6
2018-10-19,767,206,143,45,58,43,69,149,132,12.2,7.8,53.96,46.04,0.8,0.0,0.0,5.5
2018-10-20,807,197,163,27,48,33,99,153,160,10.6,-0.5,51.08,31.1,0.0,0.0,0.0,6.3
2018-10-21,645,159,136,19,42,31,83,110,150,10.6,-2.1,51.08,28.22,0.0,0.0,0.0,4.1
2018-10-22,715,170,128,42,60,37,85,141,136,17.8,3.3,64.04,37.94,0.0,0.0,0.0,3.3
2018-10-23,736,182,159,36,50,39,73,154,135,12.2,3.3,53.96,37.94,0.0,0.0,0.0,3.2
2018-10-24,806,214,148,36,62,43,80,157,133,11.1,2.8,51.98,37.04,0.0,0.0,0.0,1.6
2018-10-25,723,190,142,31,72,31,70,139,133,11.7,2.8,53.06,37.04,0.0,0.0,0.0,2.2
2018-10-26,829,207,145,42,53,49,88,176,142,11.7,7.8,53.06,46.04,0.0,0.0,0.0,4.0
2018-10-27,788,197,158,33,60,26,92,135,152,12.2,6.1,53.96,42.980000000000004,0.0,0.0,0.0,2.3
2018-10-28,717,175,169,27,47,31,82,140,157,10.6,6.7,51.08,44.06,3.0,0.0,0.0,5.3
2018-10-29,724,176,120,32,49,36,87,147,132,13.3,4.4,55.94,39.92,0.0,0.0,0.0,2.7
2018-10-30,769,187,131,34,65,54,77,182,139,17.8,7.2,64.04,44.96,7.6,0.0,0.0,3.5
2018-10-31,887,180,150,36,61,49,157,169,129,16.1,8.3,60.980000000000004,46.94,4.3,0.0,0.0,3.2
2018-11-01,949,215,147,30,65,35,100,163,169,11.1,6.1,51.98,42.980000000000004,0.0,0.0,0.0,5.8
2018-11-02,786,193,124,33,38,61,94,172,122,10.0,2.8,50.0,37.04,0.0,0.0,0.0,3.1
2018-11-03,784,179,169,32,63,44,67,159,181,10.0,1.1,50.0,33.98,1.5,0.0,0.0,3.4
2018-11-04,686,163,155,22,44,24,71,142,157,11.1,7.8,51.98,46.04,13.7,0.0,0.0,6.7
2018-11-05,705,160,129,43,63,40,55,156,135,10.6,6.7,51.08,44.06,9.4,0.0,0.0,4.3
2018-11-06,765,181,114,39,69,41,69,157,134,10.0,3.3,50.0,37.94,1.5,0.0,0.0,7.3
2018-11-07,685,185,116,35,56,42,49,144,124,3.9,0.6,39.02,33.08,0.0,0.0,0.0,6.7
2018-11-08,676,189,116,19,61,34,57,136,119,5.0,0.6,41.0,33.08,0.0,0.0,0.0,1.8
2018-11-09,721,184,113,42,49,49,77,152,121,2.8,-6.6,37.04,20.12,3.3,25.0,0.0,5.4
2018-11-10,653,158,115,31,53,35,71,137,140,0.6,-6.6,33.08,20.12,0.0,0.0,0.0,4.9
2018-11-11,648,144,140,22,50,29,71,130,144,5.0,-2.1,41.0,28.22,0.0,0.0,0.0,3.6
2018-11-12,689,167,110,30,53,44,80,135,141,1.1,-4.3,33.98,24.26,0.0,0.0,0.0,4.3
2018-11-13,612,164,87,26,47,43,44,102,104,-1.6,-7.1,29.12,19.22,0.0,0.0,0.0,4.1
2018-11-14,641,170,101,27,42,43,48,134,114,2.2,-8.2,35.96,17.240000000000002,0.0,0.0,0.0,2.2
2018-11-15,695,184,83,38,42,44,75,152,112,1.7,-3.2,35.06,26.240000000000002,2.3,28.0,0.0,2.3
2018-11-16,733,183,122,34,49,63,66,177,125,5.0,-1.6,41.0,29.12,0.0,0.0,0.0,4.3
2018-11-17,671,170,116,23,43,43,73,148,135,1.7,0.0,35.06,32.0,3.3,38.0,0.0,3.3
2018-11-18,631,132,149,14,38,30,63,126,155,3.3,-3.8,37.94,25.16,0.0,0.0,0.0,2.7
2018-11-19,640,160,123,25,47,28,63,115,121,1.1,-4.9,33.98,23.18,0.0,0.0,0.0,3.6
2018-11-20,700,205,104,34,57,37,52,134,121,1.7,-1.6,35.06,29.12,0.0,0.0,0.0,5.2
2018-11-21,742,204,115,39,44,52,77,163,121,2.2,-1.0,35.96,30.2,0.0,0.0,0.0,4.7
2018-11-22,541,114,128,40,47,14,65,98,149,4.4,-0.5,39.92,31.1,0.0,0.0,0.0,4.3
2018-11-23,752,193,134,29,56,46,88,168,158,10.6,1.1,51.08,33.98,1.0,0.0,0.0,5.2
2018-11-24,697,208,122,34,37,31,63,154,121,8.3,4.4,46.94,39.92,4.6,0.0,0.0,4.8
2018-11-25,577,124,134,23,46,15,72,93,155,4.4,0.6,39.92,33.08,30.5,84.0,0.0,6.8
2018-11-26,562,125,108,26,43,24,50,95,113,0.6,-4.3,33.08,24.26,9.9,130.0,180.0,7.8
2018-11-27,638,186,99,19,59,34,42,122,114,-3.8,-7.1,25.16,19.22,0.0,0.0,150.0,3.8
2018-11-28,716,178,124,33,47,44,57,146,124,-2.7,-8.2,27.14,17.240000000000002,1.3,18.0,130.0,2.1
2018-11-29,677,165,120,33,62,48,48,141,115,3.3,-2.7,37.94,27.14,0.0,0.0,130.0,2.6
2018-11-30,753,179,121,38,73,43,62,181,121,5.6,-2.1,42.08,28.22,0.0,0.0,130.0,2.2
2018-12-01,827,199,120,28,64,36,79,150,157,5.6,2.2,42.08,35.96,28.7,0.0,80.0,5.6
2018-12-02,711,155,155,31,47,31,80,141,169,6.7,1.7,44.06,35.06,2.5,0.0,0.0,4.0
2018-12-03,773,197,115,49,57,31,68,128,133,1.7,-1.6,35.06,29.12,0.3,8.0,0.0,5.8
2018-12-04,725,183,115,33,50,51,50,172,118,0.0,-2.1,32.0,28.22,0.0,0.0,0.0,3.5
2018-12-05,714,180,117,29,52,35,59,142,117,0.6,-3.8,33.08,25.16,0.0,0.0,0.0,4.7
2018-12-06,722,211,118,39,54,33,72,141,110,0.6,-7.1,33.08,19.22,0.0,0.0,0.0,4.4
2018-12-07,752,184,131,29,48,39,79,149,128,-3.8,-8.8,25.16,16.16,0.0,0.0,0.0,2.8
2018-12-08,740,198,143,22,45,38,91,148,143,0.0,-6.6,32.0,20.12,0.0,0.0,0.0,1.7
2018-12-09,692,163,161,27,52,27,70,143,167,1.7,-8.2,35.06,17.240000000000002,0.0,0.0,0.0,1.9
2018-12-10,719,192,104,44,51,38,63,134,128,1.1,-8.8,33.98,16.16,0.0,0.0,0.0,3.1
2018-12-11,671,172,115,44,48,30,61,133,123,3.3,-3.8,37.94,25.16,0.0,0.0,0.0,3.4
2018-12-12,763,221,119,29,55,39,64,132,130,5.0,-1.6,41.0,29.12,0.0,0.0,0.0,4.8
2018-12-13,714,182,106,28,66,24,53,122,107,7.8,-4.3,46.04,24.26,3.8,0.0,0.0,1.9
2018-12-14,795,214,149,28,53,41,69,160,132,4.4,0.0,39.92,32.0,3.3,0.0,0.0,3.0
2018-12-15,746,193,140,20,61,34,82,152,146,7.8,-3.2,46.04,26.240000000000002,0.0,0.0,0.0,3.4
2018-12-16,752,179,152,23,57,46,86,172,163,9.4,-3.8,48.92,25.16,0.0,0.0,0.0,2.9
2018-12-17,713,220,99,35,43,36,86,137,106,5.6,-2.1,42.08,28.22,0.0,0.0,0.0,3.4
2018-12-18,721,202,109,24,51,32,50,147,118,5.6,-3.8,42.08,25.16,0.0,0.0,0.0,3.0
2018-12-19,742,207,112,32,66,36,80,147,131,9.4,0.6,48.92,33.08,0.0,0.0,0.0,4.9
2018-12-20,788,253,126,36,54,21,68,127,132,7.8,3.3,46.04,37.94,2.5,0.0,0.0,3.5
2018-12-21,802,251,138,36,51,30,64,130,134,3.3,-1.6,37.94,29.12,1.3,0.0,0.0,6.1
2018-12-22,762,195,159,28,38,16,97,120,152,1.1,-2.1,33.98,28.22,0.0,0.0,0.0,2.8
2018-12-23,639,147,138,28,47,25,87,125,137,3.3,-2.1,37.94,28.22,0.0,0.0,0.0,5.0
2018-12-24,610,162,107,36,51,16,65,101,131,0.6,-4.9,33.08,23.18,0.0,0.0,0.0,2.6
2018-12-25,449,69,125,27,54,8,54,72,156,7.2,-2.1,44.96,28.22,0.0,0.0,0.0,1.6
2018-12-26,632,159,91,20,48,41,73,137,115,8.3,-3.2,46.94,26.240000000000002,0.0,0.0,0.0,2.3
2018-12-27,628,171,92,35,43,27,67,117,110,11.7,3.9,53.06,39.02,16.8,0.0,0.0,7.0
2018-12-28,725,187,119,33,46,55,64,178,142,11.7,-1.0,53.06,30.2,2.0,5.0,0.0,6.8
2018-12-29,699,145,142,35,50,38,85,151,155,-1.0,-5.5,30.2,22.1,1.3,23.0,0.0,3.4
2018-12-30,671,142,139,34,47,32,86,122,150,2.2,-7.1,35.96,19.22,0.0,0.0,0.0,5.0
2018-12-31,649,160,106,29,42,21,94,118,127,3.9,-0.5,39.02,31.1,21.8,0.0,0.0,3.9
2019-01-01,1157,153,220,29,63,36,124,215,316,1.1,-3.2,33.98,26.240000000000002,0.3,3.0,0.0,3.4
2019-01-02,657,152,105,33,43,49,61,144,127,-1.0,-3.2,30.2,26.240000000000002,0.3,3.0,0.0,3.9
2019-01-03,756,196,113,37,52,53,82,148,136,3.3,-4.3,37.94,24.26,0.0,0.0,0.0,5.2
2019-01-04,770,182,105,38,51,68,82,192,126,8.9,-0.5,48.02,31.1,0.0,0.0,0.0,3.6
2019-01-05,794,175,173,32,37,75,66,207,176,11.1,0.0,51.98,32.0,0.0,0.0,0.0,3.7
2019-01-06,665,157,143,28,47,39,77,162,152,4.4,-1.0,39.92,30.2,0.0,0.0,0.0,5.2
2019-01-07,677,167,108,41,54,36,71,144,116,11.7,4.4,53.06,39.92,11.2,0.0,0.0,7.0
2019-01-08,703,169,124,39,55,47,81,137,117,7.2,-4.3,44.96,24.26,0.0,0.0,0.0,6.5
2019-01-09,635,168,100,22,49,55,48,145,111,-4.3,-9.3,24.26,15.259999999999998,0.0,0.0,0.0,6.1
2019-01-10,689,158,113,38,42,46,80,154,113,-4.3,-9.9,24.26,14.18,0.0,0.0,0.0,2.0
2019-01-11,786,201,117,38,45,65,74,194,111,-1.0,-8.2,30.2,17.240000000000002,0.0,0.0,0.0,2.2
2019-01-12,675,166,124,26,55,48,54,169,143,0.0,-1.6,32.0,29.12,3.0,56.0,0.0,5.1
2019-01-13,574,117,130,29,40,36,52,158,150,-0.5,-3.8,31.1,25.16,0.3,8.0,50.0,5.6
2019-01-14,637,162,111,18,62,30,54,147,115,-2.7,-4.9,27.14,23.18,0.0,0.0,50.0,3.7
2019-01-15,700,159,124,25,51,45,57,163,133,0.0,-4.3,32.0,24.26,0.0,0.0,30.0,5.0
2019-01-16,704,174,108,28,54,55,49,157,108,1.1,-2.1,33.98,28.22,0.0,0.0,30.0,4.2
2019-01-17,653,165,107,17,55,37,52,155,136,1.7,-2.1,35.06,28.22,0.0,0.0,0.0,2.5
2019-01-18,669,164,114,33,54,36,53,151,118,-0.5,-2.7,31.1,27.14,3.0,33.0,0.0,4.7
2019-01-19,524,114,107,21,25,30,52,122,111,-2.1,-11.6,28.22,11.120000000000001,4.6,94.0,100.0,9.0
2019-01-20,494,100,109,13,43,23,48,118,121,-9.9,-15.5,14.18,4.100000000000001,0.0,0.0,130.0,6.0
2019-01-21,556,136,78,22,42,42,55,128,100,-8.2,-16.0,17.240000000000002,3.1999999999999993,0.0,3.0,130.0,3.8
2019-01-22,627,149,111,31,49,45,40,152,129,0.6,-10.5,33.08,13.100000000000001,4.6,13.0,130.0,4.2
2019-01-23,662,177,97,28,46,81,59,186,98,1.1,-7.1,33.98,19.22,5.6,25.0,100.0,4.4
2019-01-24,610,137,110,20,44,42,54,139,129,-5.5,-16.6,22.1,2.1199999999999974,0.0,10.0,130.0,5.2
2019-01-25,588,140,109,18,35,50,39,139,113,-14.9,-21.0,5.18,-5.799999999999997,0.8,18.0,130.0,4.2
2019-01-26,535,117,106,19,34,40,57,128,128,-11.0,-21.6,12.2,-6.880000000000003,1.5,43.0,180.0,2.6
2019-01-27,523,119,103,19,63,38,28,120,123,-11.6,-20.5,11.120000000000001,-4.899999999999999,0.0,0.0,180.0,3.1
2019-01-28,522,94,109,20,50,36,39,109,122,1.1,-13.2,33.98,8.240000000000002,13.5,127.0,230.0,5.7
2019-01-29,495,128,84,14,50,35,35,100,98,-12.1,-23.2,10.220000000000002,-9.759999999999998,0.0,8.0,250.0,6.5
2019-01-30,346,61,83,15,26,9,25,64,109,-23.2,-30.5,-9.759999999999998,-22.9,0.0,0.0,200.0,6.8
2019-01-31,460,102,82,7,43,15,46,80,114,-17.1,-29.3,1.2199999999999989,-20.739999999999995,1.3,20.0,200.0,2.8
2019-02-01,781,162,90,29,46,62,68,168,144,-6.0,-17.1,21.2,1.2199999999999989,0.5,23.0,230.0,2.3
2019-02-02,725,185,126,26,51,55,75,162,122,5.6,-9.9,42.08,14.18,0.0,0.0,230.0,5.0
2019-02-03,597,119,138,14,60,31,57,130,144,8.9,3.9,48.02,39.02,0.0,0.0,100.0,4.5
2019-02-04,736,181,129,34,65,40,85,136,143,10.6,-1.0,51.08,30.2,1.3,0.0,0.0,5.1
2019-02-05,657,166,104,31,57,46,59,152,126,0.6,-4.3,33.08,24.26,7.9,0.0,0.0,4.2
2019-02-06,637,148,121,28,57,49,57,153,128,2.2,0.0,35.96,32.0,0.3,0.0,0.0,3.8
2019-02-07,671,171,122,26,62,47,64,138,124,6.7,-12.1,44.06,10.220000000000002,18.0,0.0,0.0,5.8
2019-02-08,643,169,99,24,38,63,56,143,98,-10.5,-15.5,13.100000000000001,4.100000000000001,0.0,0.0,0.0,7.9
2019-02-09,758,183,138,20,42,62,84,204,150,-4.3,-15.5,24.26,4.100000000000001,0.0,0.0,0.0,2.6
2019-02-10,639,143,142,24,46,37,70,140,144,-2.1,-5.5,28.22,22.1,1.0,18.0,0.0,3.1
2019-02-11,627,154,101,37,42,42,53,157,114,-0.5,-2.7,31.1,27.14,4.8,3.0,30.0,5.5
2019-02-12,666,158,116,28,62,48,61,164,120,1.1,-7.1,33.98,19.22,8.9,38.0,30.0,6.1
2019-02-13,643,147,116,29,57,44,52,166,134,-2.7,-12.1,27.14,10.220000000000002,0.3,15.0,50.0,5.7
2019-02-14,743,167,154,24,69,46,56,169,149,10.0,-2.7,50.0,27.14,0.0,0.0,30.0,4.7
2019-02-15,742,189,120,24,64,58,64,165,151,0.0,-13.2,32.0,8.240000000000002,0.0,0.0,0.0,5.6
2019-02-16,679,172,144,19,41,40,68,146,156,-1.6,-10.5,29.12,13.100000000000001,0.0,0.0,0.0,4.0
2019-02-17,618,137,148,15,52,38,50,137,153,-2.7,-4.3,27.14,24.26,5.1,79.0,0.0,5.0
2019-02-18,592,153,110,21,39,33,66,135,140,-0.5,-7.7,31.1,18.14,1.5,46.0,100.0,3.4
2019-02-19,615,133,98,25,58,40,60,127,126,1.7,-11.0,35.06,12.2,0.0,0.0,80.0,2.1
2019-02-20,635,142,115,25,43,42,59,138,117,3.3,-2.1,37.94,28.22,2.3,5.0,50.0,6.2
2019-02-21,698,181,122,24,56,45,58,153,129,1.7,-4.3,35.06,24.26,0.0,0.0,30.0,4.8
2019-02-22,713,149,122,34,52,57,55,167,135,5.0,-7.1,41.0,19.22,0.0,0.0,0.0,3.4
2019-02-23,648,145,122,21,48,56,71,150,121,11.7,1.1,53.06,33.98,19.1,0.0,0.0,4.6
2019-02-24,547,139,118,16,33,33,51,144,119,10.0,-12.1,50.0,10.220000000000002,0.5,0.0,0.0,10.9
2019-02-25,599,150,109,16,38,44,54,137,109,-7.1,-14.3,19.22,6.259999999999998,0.0,0.0,0.0,4.7
2019-02-26,610,150,111,21,57,32,52,135,111,-4.9,-10.5,23.18,13.100000000000001,0.0,3.0,0.0,5.6
2019-02-27,649,144,112,22,45,54,64,159,106,-1.0,-9.9,30.2,14.18,0.0,0.0,0.0,4.5
2019-02-28,596,155,98,14,40,29,48,132,124,-2.7,-11.6,27.14,11.120000000000001,0.0,0.0,0.0,2.0
2019-03-01,768,151,97,23,47,60,63,165,153,1.1,-4.9,33.98,23.18,0.0,0.0,0.0,2.6
2019-03-02,665,135,137,25,52,54,62,170,138,0.6,-3.8,33.08,25.16,0.0,0.0,0.0,3.8
2019-03-03,552,94,129,16,46,37,52,115,138,-3.8,-16.0,25.16,3.1999999999999993,0.0,0.0,0.0,5.4
2019-03-04,545,123,107,13,38,44,44,128,126,-11.0,-19.3,12.2,-2.740000000000002,0.0,0.0,0.0,6.7
2019-03-05,543,123,90,20,45,46,44,125,112,-6.0,-13.2,21.2,8.240000000000002,0.0,5.0,0.0,6.9
2019-03-06,629,148,108,17,50,49,61,139,109,-1.0,-12.7,30.2,9.14,0.0,0.0,0.0,5.3
2019-03-07,611,148,111,17,35,49,58,139,103,-2.1,-9.9,28.22,14.18,0.0,0.0,0.0,2.7
2019-03-08,719,138,132,30,53,58,74,162,123,3.9,-6.0,39.02,21.2,0.0,3.0,0.0,2.4
2019-03-09,621,126,146,20,43,52,68,158,150,6.1,-3.2,42.980000000000004,26.240000000000002,14.2,0.0,0.0,6.3
2019-03-10,613,118,140,18,53,43,75,150,161,3.3,-1.6,37.94,29.12,0.0,0.0,0.0,8.8
2019-03-11,701,163,127,21,57,42,63,138,140,5.0,-2.7,41.0,27.14,0.0,0.0,0.0,4.3
2019-03-12,628,155,103,17,46,44,73,154,99,9.4,-4.3,48.92,24.26,0.0,0.0,0.0,4.1
2019-03-13,689,152,132,17,74,38,71,169,125,14.4,4.4,57.92,39.92,13.7,0.0,0.0,5.3
2019-03-14,676,135,124,28,63,44,64,167,126,16.7,3.9,62.059999999999995,39.02,10.2,0.0,0.0,9.1
2019-03-15,735,163,136,31,68,53,73,167,137,4.4,0.0,39.92,32.0,0.0,0.0,0.0,6.7
2019-03-16,767,155,199,20,61,45,73,180,165,5.0,-2.1,41.0,28.22,0.0,0.0,0.0,3.8
2019-03-17,614,116,141,11,58,26,77,145,149,6.1,-2.1,42.980000000000004,28.22,0.0,0.0,0.0,3.4
2019-03-18,652,141,139,25,64,42,70,134,140,6.1,-2.7,42.980000000000004,27.14,0.0,0.0,0.0,3.4
2019-03-19,646,150,129,25,61,47,57,160,128,9.4,-1.0,48.92,30.2,0.0,0.0,0.0,3.5
2019-03-20,695,160,102,30,54,47,70,146,122,6.7,3.3,44.06,37.94,3.6,0.0,0.0,3.8
2019-03-21,690,175,140,15,59,39,65,160,131,7.2,2.2,44.96,35.96,0.0,0.0,0.0,5.0
2019-03-22,711,178,137,33,48,57,64,156,125,7.8,-1.6,46.04,29.12,0.0,0.0,0.0,4.9
2019-03-23,691,162,161,15,50,44,74,185,158,11.7,-3.8,53.06,25.16,0.0,0.0,0.0,2.0
2019-03-24,650,144,144,21,57,32,74,142,147,10.0,1.1,50.0,33.98,1.3,0.0,0.0,3.9
2019-03-25,639,148,114,25,55,47,57,152,130,5.6,-3.2,42.08,26.240000000000002,0.0,0.0,0.0,7.8
2019-03-26,672,158,114,35,50,46,76,142,122,8.9,-4.9,48.02,23.18,0.0,0.0,0.0,2.2
2019-03-27,698,135,133,37,66,43,76,169,122,15.0,-1.6,59.0,29.12,0.3,0.0,0.0,5.4
2019-03-28,685,152,147,22,71,44,52,150,144,18.3,6.7,64.94,44.06,0.0,0.0,0.0,5.4
2019-03-29,675,159,139,16,46,49,72,153,123,13.9,2.8,57.02,37.04,8.1,0.0,0.0,3.8
2019-03-30,663,141,134,15,56,49,62,193,138,7.2,-1.6,44.96,29.12,1.8,0.0,0.0,5.8
2019-03-31,638,133,169,19,41,39,62,160,175,4.4,-4.9,39.92,23.18,0.0,0.0,0.0,5.1
2019-04-01,808,181,139,21,63,37,63,146,167,9.4,-3.2,48.92,26.240000000000002,0.0,0.0,0.0,5.7
2019-04-02,657,139,115,29,52,48,71,163,102,12.8,3.9,55.04,39.02,0.0,0.0,0.0,6.3
2019-04-03,679,137,117,18,69,49,59,150,123,14.4,2.8,57.92,37.04,0.0,0.0,0.0,4.2
2019-04-04,666,153,133,17,51,42,72,150,133,8.3,3.9,46.94,39.02,6.4,0.0,0.0,4.4
2019-04-05,706,170,122,18,58,60,84,165,130,13.9,3.9,57.02,39.02,0.0,0.0,0.0,1.6
2019-04-06,743,141,166,26,54,41,71,171,168,18.9,3.9,66.02,39.02,0.0,0.0,0.0,2.2
2019-04-07,703,126,168,13,60,44,69,174,154,19.4,10.6,66.92,51.08,9.9,0.0,0.0,3.7
2019-04-08,745,156,153,17,66,47,77,181,156,22.8,11.1,73.04,51.98,0.0,0.0,0.0,3.8
2019-04-09,695,146,140,23,65,50,75,160,132,18.9,3.9,66.02,39.02,0.0,0.0,0.0,5.3
2019-04-10,659,162,92,25,49,35,71,135,121,3.9,1.1,39.02,33.98,3.3,0.0,0.0,8.0
2019-04-11,748,180,123,25,64,45,78,155,147,13.3,2.8,55.94,37.04,7.1,0.0,0.0,7.2
2019-04-12,781,175,105,26,73,59,85,175,137,10.6,3.3,51.08,37.94,1.8,0.0,0.0,7.4
2019-04-13,756,169,146,21,55,44,109,163,141,11.1,1.7,51.98,35.06,0.0,0.0,0.0,5.5
2019-04-14,537,104,124,17,34,31,68,105,145,3.9,0.0,39.02,32.0,17.5,137.0,0.0,8.1
2019-04-15,725,176,110,21,56,44,87,144,138,11.1,-0.5,51.98,31.1,0.0,0.0,80.0,3.7
2019-04-16,708,145,142,16,62,39,76,155,150,22.8,7.2,73.04,44.96,0.0,0.0,0.0,4.6
2019-04-17,693,152,120,28,47,39,75,173,119,25.0,6.7,77.0,44.06,0.0,0.0,0.0,5.4
